Modeling antibiotic treatment in hospitals: A systematic approach shows benefits of combination therapy over cycling, mixing, and mono-drug therapies;0
Host population structure impedes reversion to drug sensitivity after discontinuation of treatment;0
Detection of antibiotic resistance is essential for gonorrhoea point-of-care testing: a mathematical modelling study;0
An evolutionary perspective on the systems of adaptive immunity;0
Clonal Dominance and Transplantation Dynamics in Hematopoietic Stem Cell Compartments;0
P3. 212 Antibiotic resistance detection is essential for gonorrhoea point-of-care testing: a mathematical modelling study;0
Antibacterial effects of antiretrovirals, potential implications for microbiome studies in HIV.;0
Short-term activity cycles impede information transmission in ant colonies;0
Emergence of Resistance to Fungicides: The Role of Fungicide Dose;0
Dissecting HIV Virulence: Heritability Of Setpoint Viral Load, CD4+ T Cell Decline And Per-Parasite Pathogenicity;0
Influence of recombination on acquisition and reversion of immune escape and compensatory mutations in HIV-1;0
Modeling antimicrobial cycling and mixing: Differences arising from an individual-based versus a population-based perspective;0
Assessing the public health impact of tolerance-based therapies with mathematical models;0
Estimating the heritability of viral traits using phylogenetic trees;0
Population heterogeneity in mutation rate increases mean fitness and the frequency of higher order mutants;0
001.1 Evolution and spread of antibiotic-resistant gonorrhoea;0
Virus-induced target cell activation reconciles set-point viral load heritability and within-host evolution (vol 174, 2013);0
The path of least resistance: aggressive or moderate;0
On the role of resonance in drug failure under HIV treatment interruption;0
Corrigendum to ‘‘Weighting for sex acts to understand the spread of STI on networks’’[J. Theor. Biol. 311 (2012) 46–53];0
heterogeneous host populations using phylogenetic methods;0
Evolution of drug resistance in malaria parasites;0
Colloquium Participants;0
Methods and systems for predictive modeling of hiv-1 replication capacity;0
Inferring Epidemic Contact Structure from Phylogenetic Trees: Supporting Text S1;0
Ambiguous Nucleotide Calls From Population;0
Assessing Predicted HIV-1 Replicative Capacity in a Clinical Setting;0
On Being the Right Size: The Impact of Population Size and Stochastic Effects on the Evolution of;0
Hematopoietic Stem Cell Cycling Dynamics In Steady State and Upon Hematopoietic Challenge;0
Modelling treatment strategies to contain resistance in hospital wards;0
Ambiguity in population-based sequencing of HIV-1 as a marker for the age of HIV infection;0
The mathematics of HIV entry and antibody neutralization;0
Evolutionary Origin and Consequences of Design Properties of Metabolic Networks;0
Research on infectious disease dynamics. Introduction.;0
Evidence for positive epistasis in HIV-1 (vol 306, pg 1547, 2004);0
Behaviour from an evolutionary point of view: experimental studies on fish and humans;0
507 Stochastic or deterministic: what is the effective population size of HIV-1?;0
HIV replication elicits little cytopathic effects little cytopathic effects in vivo: Analysis of surrogate markers for virus production, cytotoxic T cell response and infected cell death;0
Prevalence of HIV-1 drug resistance in Switzerland between 1999 and 2004: no trend for an increase;0
INVESTIGATIONS-Effect of varying epistasis on the revolution of recombination;0
Transmission-mutation model for the HIV coreceptor switch;0
MICROBIOLOGY COMMENTS;0
Copyright© 2005 and 2006 The Royal Society;0
Sequence editing and analysis;0
Evolution: Evidence for Positive Epistasis in HIV-1;0
Box 1. Survival and cross-reactivity;0
Box 1. Number of selecting peptides;0
MAJOR ARTICLES AND BRIEF REPORTS-HIV/AIDS-Emergence of Minor Populations of Human Immunodeficiency Virus Type 1 Carrying the M184V and L90M Mutations in Subjects Undergoing Structured Treatment;0
Partial Virological and Immunological Responses During Drug Resistant Viremia;0
[Book Review: Evolutionary Medicine Wenda R. Trevathan, E. O. Smith, James J. McKenna];0
STI may be feasible in HIV infection;0
INDEX TO VOLUME 181;0
A random walk from the cello to the lab;0
Rapid Clearance of Simian;0
Index, Volume 18;0
Concise Communications-Phenotypic Changes in Drug Susceptibility Associated with Failure of Human Immunodeficiency Virus Type 1 (HIV-1) Triple Combination Therapy;0
Longitudinal Analysis of Cytotoxic T Lymphocyte Responses and Viral Antigenic Diversification during Primary Hiv-1 Infection;0
Glomerular Mesangial Cell Deletion by Apoptosis;0
VIRAL PATHOGENESIS AND IMMUNITY-Temporal Analyses of Virus Replication, Immune Responses, and Efficacy in Rhesus Macaques Immunized with a Live, Attenuated Simian Immunodeficiency Virus Vaccine;0
Models of viral evolution and pathogenesis.;0
The referees of the IMA Journal of Mathematics Applied in Medicine and Biology have, through thorough and conscientious reviews, made this journal possible. Their task is difficult and time-consuming with no material reward. Our sincere thanks go to these people who support the referee system used in the review procedure for the journal.;0
E since Darwin, population and evolu;0
Entry and Transcription as Key;0
Supplemental Text S1 Cycling empirical antibiotic therapy in hospitals: meta-analysis and models;0
Text S1;0
Coral Bleaching;0
Using an epidemiogolical model for phylogenetic inference reveals density-dependence in HIV transmission: Supplementary Information;0
Denise Kirschner University of Michigan Medical School, Ann Arbor, MI, USA Yoh Iwasa Kyushu University, Fukuoka-Shi, Japan Lewis Wolpert Department of Anatomy and Developmental Biology, University College London, UK;0
Denise Kirschner University of Michigan Medical School, Ann Arbor, MI, USA Yoh Iwasa Kyushu University, Fukuoka-Shi, Japan Lewis Wolpert Department of Anatomy and Developmental Biology, University College London, UK;0
Linda JS Allen;0
EPIDEMICS;0
Neil Ferguson;0
Impact of Adherence on the Probability of Treatment Failure during HIV Therapy;0
Resistance to Antimicrobial Chemotherapy: A Prescription for Research and Action;0
Assessing the Impact of Adherence on Treatment Failure and Resistance Evolution during Antiretroviral Therapy of HIV;0
General Options;0
Our thanks to all those who have helped with this issue of Future HIV Therapy. Listed below are authors, referees and others who have kindly given their time, effort and expertise their generosity has helped establish this publication.;0
